sector,year,capital_expenditures,compensation_employees,employment,exports_by_parent_to_affiliates,exports_by_parent_to_other,imports_by_parent_to_affiliates,imports_by_parent_to_other,liabilities,net_income,owners_equity,rd_expenditures,total_assets,total_sales,value_added,CI,TGasset,TGequity,PT,Rem,TP
"  Electrical equipment, appliances, and components",2019,6109.0,25445.0,291000.0,9382.0,12542.0,6905.0,9378.0,134749.0,11212.0,99936.0,4482.0,234685.0,119909.0,42872.0,77037.0,0.04777467669429235,0.1121918027537624,0.14732646048109965,0.007286655211912944,0.4406366673216742
"  Finance, except depository institutions",2009,21094.0,79335.0,516200.00000000006,,,,,4001827.0,31241.0,558593.0,,4560420.0,291898.0,88285.0,203613.0,0.006850465527297924,0.055928019148109624,0.17102867105772954,0.01280753583882216,0.3937858448351925
"  Finance, except depository institutions",2010,20394.0,86842.0,527600.0,,,,,4666622.0,65037.0,612059.0,,5278681.0,356820.0,133863.0,222957.0,0.012320691475768284,0.10625936388485424,0.25372062168309323,0.013716515036643923,0.7489118168628083
"  Finance, except depository institutions",2011,28462.0,92098.0,522000.0,,,,,4731420.0,61798.0,659187.0,,5390607.0,312044.0,121413.0,190631.0,0.0114640150914359,0.09374881482796232,0.23259195402298852,0.014702745849297573,0.6710026276357792
"  Finance, except depository institutions",2012,26332.0,95607.0,523000.0,,,0.0,,4884595.0,61635.0,675652.0,179.0,5560248.0,310004.0,129123.0,180881.0,0.011084937218627659,0.09122299645379574,0.24688910133843212,0.015233747609942639,0.6446703693244219
"  Finance, except depository institutions",2013,29187.0,101576.0,546300.0,,,0.0,,4961003.0,82876.0,718774.0,203.0,5679777.0,345914.0,171455.0,174459.0,0.014591417937711288,0.11530188904996563,0.3138477027274391,0.015494539020074439,0.8159013940300859
"  Finance, except depository institutions",2014,35121.0,123064.0,684900.0,,,,,6069846.0,147538.0,1288761.0,198.0,7358607.0,467364.0,180387.0,286977.0,0.020049718649195424,0.11448049715967507,0.26337713534822604,0.014973475446537208,1.1988721315738153
"  Finance, except depository institutions",2015,37955.0,122904.0,697200.0,,,,,5599254.0,122378.0,1309746.0,203.0,6909000.0,470746.0,207265.0,263481.0,0.01771283832682009,0.0934364372939486,0.2972819850831899,0.014690189328743546,0.9957202369328907
"  Finance, except depository institutions",2016,41318.0,123911.0,716800.0,,,,,5604241.0,135621.0,1320893.0,1096.0,6925134.0,496336.0,178021.0,318315.0,0.019583880976165948,0.10267372148993144,0.24835518973214285,0.014405575706845239,1.0945033128616506
"  Finance, except depository institutions",2017,39093.0,133452.0,732800.0,,,,,5709174.0,117555.0,1308918.0,1076.0,7018092.0,510398.0,185803.0,324595.0,0.01675027913569671,0.08981082084592007,0.2535521288209607,0.015176037117903931,0.8808785181188742
"  Finance, except depository institutions",2018,43106.0,143181.0,752700.0,,,,,5972686.0,174155.0,1365680.0,1147.0,7338365.0,551809.0,203949.0,347860.0,0.0237321256165372,0.127522552867436,0.2709565563969709,0.015851933041052212,1.21632758536398
"  Finance, except depository institutions",2019,41766.0,152774.0,755900.0,,,,,6481507.0,167809.0,1474271.0,2096.0,7955778.0,563567.0,193652.0,369915.0,0.02109272028455294,0.11382507015331646,0.2561873263659214,0.016842395378577412,1.098413342584471
  Food,2009,12125.0,41431.0,711700.0,8628.0,33882.0,9442.0,2784.0,261786.0,26792.0,136744.0,1927.0,398530.0,403193.0,79682.0,323511.0,0.0672270594434547,0.19592815772538466,0.11196009554587608,0.004851177930776076,0.6466655402959137
  Food,2010,11762.0,45700.0,830800.0,7854.0,34192.0,12614.0,2490.0,275798.0,35536.0,165498.0,2196.0,441296.0,420109.0,95948.0,324161.0,0.08052644936731808,0.21472162805592818,0.11548868560423688,0.004583935162895202,0.7775929978118162
  Food,2011,11342.0,49322.0,816700.0,12870.0,38222.0,15109.0,,296441.0,45269.0,182000.0,2565.0,478441.0,459690.0,103418.0,356272.0,0.09461772715967068,0.24873076923076923,0.12662911717889067,0.005032651728500878,0.9178257167187056
  Food,2012,11601.0,50045.0,805800.0,13310.0,44711.0,16066.0,3425.0,296642.0,32835.0,206862.0,2623.0,503504.0,490003.0,99165.0,390838.0,0.06521298738441006,0.1587290077442933,0.12306403574087862,0.005175498469429966,0.6561095014486962
  Food,2013,11427.0,52262.0,805800.0,13336.0,39993.0,15771.0,3207.0,305495.0,38390.0,227497.0,2546.0,532992.0,488605.0,109696.0,378909.0,0.07202734750240154,0.1687494780150947,0.13613303549267808,0.005404773723835525,0.7345681374612529
  Food,2014,13747.0,57724.0,877200.0,12254.0,49354.0,18025.0,4485.0,369243.0,35596.0,254528.0,2645.0,623771.0,548279.0,115293.0,432986.0,0.05706581421707646,0.1398510183555444,0.13143296853625172,0.00548373613011096,0.6166585822188344
  Food,2015,13462.0,57361.0,874900.0,13367.0,39921.0,13081.0,4875.0,419485.0,30038.0,296136.0,2502.0,715621.0,502018.0,108755.0,393263.0,0.041974732435185666,0.10143312532079855,0.12430563492970625,0.00546357678972835,0.5236659054061121
  Food,2016,13932.0,55108.0,846600.0,12944.0,40297.0,11509.0,4572.0,430287.0,31776.0,253390.0,2609.0,683676.0,472443.0,109323.0,363120.0,0.04647815631966019,0.12540352815817515,0.1291318214032601,0.005424442869517285,0.5766131959062205
  Food,2017,14140.0,57514.0,829200.0,15697.0,41160.0,12085.0,4694.0,435773.0,40224.0,303286.0,2582.0,739059.0,493394.0,116531.0,376863.0,0.05442596599188969,0.13262728909346294,0.14053424987940183,0.005780069142949027,0.6993775428591299
